CTT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Filial;C Custo;Classe;Cond Normal;Desc Moeda 1;CC Bloq;Dt Ini Exist;Dt Fim Exist;CC Lucr/Perd;CC Ponte LP;Conf. Livros;CC Superior;Cod Red. CC.;Tipo Lotação;Cnt Reg Niv1;Regra Nivel2;Tp eSocial;Regra Nivel3;Nome Tomador;Item Obrigat;Cl.Vlr Obrig;Aceita Item;Aceita Cl.Vl;C.C.Var.Mon.;CC.Red. Var.;C. Sinco;Operacao;T.Insc.Tomad;CNPJ/CEI Tom;Insc eSocial;End.Tomador;Bair.Tomador;Cep Tomador;Estado;Cod.Munic.;Mun.Tomador;Cód. FPAS;Terc FPAS;% Empresa;% Terceiros;% Acid.Trab.;Fat.Acd.Prev;% RAT;Ocorrencia;Vlr.Fatura;Vlr.Retido;Rec.Fatur.;Ind.Cont.Pat;Cód CNAE;T.InsContrat;N.InsContrat;T.InsProprie;N.InsProprie;Int. Reserve;Sinc Reserve;Ativ.01 Ob.;Ativ.02 Ob.;Ativ.03 Ob.;Ativ.04 Ob.;Outr.At.Ob?;Ativ.01 Ac.;Ativ.02 Ac.;Ativ.03 Ac.;Ativ.04 Ac.;Ac.Outra At?;Grp.Aprov CP;CC Anterior
01;210434;Analitico;Despesa;DIRETORIA DE GOVERNANCA E CONFORMIDADE;Bloqueado;01/01/1980;  /  /    ;210434;;;2104;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;210435;Analitico;Receita;DIRECAO DESENVOLVIMENTO DO FUTEBOL;Bloqueado;01/01/1980;  /  /    ;210435;;;2104;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;210436;Analitico;Despesa;DIRETORIA DE MIDIA  - DMI;Bloqueado;01/01/1980;  /  /    ;210436;;;2104;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;210437;Analitico;Despesa;DIRETORIA COMERCIAL - DCOM;Bloqueado;01/01/1980;  /  /    ;210437;;;2104;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;210438;Analitico;Receita;DEPARTAMENTO DE FUTSAL;Bloqueado;01/01/1980;  /  /    ;210438;;;2104;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;210439;Analitico;Receita;DEPARTAMENTO BEACH SOCCER;Bloqueado;01/01/1980;  /  /    ;210439;;;2104;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;210440;Analitico;Despesa;DEPARTAMENTO DE OPERACAO E MANUTENCAO;Bloqueado;01/01/1980;  /  /    ;210440;;;2104;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;21044001;Analitico;Despesa;OPERACAO E MANUTENCAO - SEDE;Bloqueado;01/01/1980;  /  /    ;21044001;;;210440;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;21044002;Analitico;Despesa;OPERACAO E MANUTENCAO - STJD;Bloqueado;01/01/1980;  /  /    ;21044002;;;210440;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;21044003;Analitico;Despesa;OPERACAO E MANUTENCAO - VAR;Bloqueado;01/01/1980;  /  /    ;21044003;;;210440;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;210441;Analitico;Despesa;UNIDADE DE INTEGRIDADE;Bloqueado;01/01/1980;  /  /    ;210441;;;2104;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;2105;Sintetico;Receita;CAMPEONATOS E PARTIDAS;Bloqueado;01/01/1980;  /  /    ;2105;;;21;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;210501;Analitico;Receita;BRASILEIRO - SERIE A;Bloqueado;01/01/1980;  /  /    ;210501;;;2105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;04;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;210502;Analitico;Receita;BRASILEIRO - SERIE B;Bloqueado;01/01/1980;  /  /    ;210502;;;2105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;05;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;210503;Analitico;Receita;BRASILEIRO - SERIE C;Bloqueado;01/01/1980;  /  /    ;210503;;;2105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;06;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;210504;Analitico;Receita;BRASILEIRO - SERIE D;Bloqueado;01/01/1980;  /  /    ;210504;;;2105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;07;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;210505;Analitico;Receita;COPA DO BRASIL - MASCULINO;Bloqueado;01/01/1980;  /  /    ;210505;;;2105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;08;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;210506;Analitico;Receita;COPA DO BRASIL - FEMININO;Bloqueado;01/01/1980;  /  /    ;210506;;;2105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;09;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;210507;Analitico;Receita;COPA DO BRASIL SUB-20;Bloqueado;01/01/1980;  /  /    ;210507;;;2105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;10;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;210508;Analitico;Receita;COPA NORDESTE;Bloqueado;01/01/1980;  /  /    ;210508;;;2105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;11;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;210509;Analitico;Receita;COPA LIBERTADORES DA AMERICA;Bloqueado;01/01/1980;  /  /    ;210509;;;2105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;210510;Analitico;Receita;COPA SULAMERICANA;Bloqueado;01/01/1980;  /  /    ;210510;;;2105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;21
01;210511;Analitico;Receita;JOGOS DA SELECAO;Bloqueado;01/01/1980;  /  /    ;210511;;;2105;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;01;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;210512;Analitico;Receita;CAMPEONATO DE COMUNIDADE CARENTE;Bloqueado;01/01/1980;  /  /    ;210512;;;2105;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;210513;Analitico;Receita;OUTRAS COMPETICOES;Bloqueado;01/01/1980;  /  /    ;210513;;;2105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;210514;Analitico;Receita;COPA DO BRASIL SUB 17;Bloqueado;01/01/1980;  /  /    ;210514;;;2105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;12;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;2101
01;210515;Analitico;Receita;RECOPA SULAMERICANA;Bloqueado;01/01/1980;  /  /    ;210515;;;2105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;210101
01;210516;Analitico;Receita;SELECAO DE BEACH SOCCER;Bloqueado;01/01/1980;  /  /    ;210516;;;2105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;2102
01;210517;Analitico;Receita;CAMPEONATO BRASILEIRO FUT FEMININO A1;Bloqueado;01/01/1980;  /  /    ;210517;;;2105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;13;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210201
01;210518;Analitico;Receita;COPA SURUGA;Bloqueado;01/01/1980;  /  /    ;210518;;;2105;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210202
01;210519;Analitico;Receita;COPA VERDE;Bloqueado;01/01/1980;  /  /    ;210519;;;2105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;14;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210203
01;210520;Analitico;Receita;JOGO SELECAO OLIMPICA;Bloqueado;01/01/1980;  /  /    ;210520;;;2105;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;02;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210204
01;210521;Analitico;Receita;BRASILEIRO - SUB 20;Bloqueado;01/01/1980;  /  /    ;210521;;;2105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;15;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;210205
01;210522;Analitico;Receita;ELIMINATORIAS PARA COPA DO MUNDO;Bloqueado;01/01/1980;  /  /    ;210522;;;2105;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;01;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210206
01;210523;Analitico;Receita;JOGO SELECAO OLIMPICA FEMININA;Bloqueado;01/01/1980;  /  /    ;210523;;;2105;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;03;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210207
01;210524;Analitico;Receita;COPA DO NORDESTE SUB 20;Bloqueado;01/01/1980;  /  /    ;210524;;;2105;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210208
01;210525;Analitico;Receita;SELECAO FEMININA PRINCIPAL;Bloqueado;01/01/1980;  /  /    ;210525;;;2105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;03;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210209
01;210526;Analitico;Despesa;CENTRO DE DESENVOLVIMENTO LEGADO - MA;Bloqueado;01/01/1980;  /  /    ;210526;;;2105;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;13;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210210
01;210527;Analitico;Receita;E-BRASILEIRAO;Bloqueado;01/01/1980;  /  /    ;210527;;;2105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210211
01;210528;Analitico;Receita;CAMPEONATO BRASILEIRO DE ASPIRANTES;Bloqueado;01/01/1980;  /  /    ;210528;;;2105;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210212
01;210529;Analitico;Receita;COPA BRASIL DE SELECOES ESTADUAIS SUB 20;Bloqueado;01/01/1980;  /  /    ;210529;;;2105;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210213
01;210530;Analitico;Receita;RECOPA DO BRASIL SUB 20;Bloqueado;01/01/1980;  /  /    ;210530;;;2105;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210214
01;210531;Analitico;Receita;SUPER COPA SUB-20;Bloqueado;01/01/1980;  /  /    ;210531;;;2105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210215
01;210532;Analitico;Receita;SELECAO BRASILEIRA MASCULINA SUB 20;Bloqueado;01/01/1980;  /  /    ;210532;;;2105;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;02;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210216
01;210533;Analitico;Receita;COPA DO MUNDO;Bloqueado;01/01/1980;  /  /    ;210533;;;2105;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;01;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210217
01;210534;Analitico;Receita;COPA LIBERTADORES FUTSAL;Bloqueado;01/01/1980;  /  /    ;210534;;;2105;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210218
01;210535;Analitico;Receita;COPA DO NORDESTE SUB 17;Bloqueado;01/01/1980;  /  /    ;210535;;;2105;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210219
01;210536;Analitico;Receita;COPA DO NORDESTE SUB 15;Bloqueado;01/01/1980;  /  /    ;210536;;;2105;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210220
01;210537;Analitico;Receita;COPA LIBERTADORES FEMININO;Bloqueado;01/01/1980;  /  /    ;210537;;;2105;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210221
01;210538;Analitico;Receita;COPA SULAMERICANA BEACH SOCCER;Bloqueado;01/01/1980;  /  /    ;210538;;;2105;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210222
01;210539;Analitico;Receita;LIGA NORTE DE FUTSAL;Bloqueado;01/01/1980;  /  /    ;210539;;;2105;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210223
01;210540;Analitico;Receita;COPA LIBERTADORES BEACH SOCCER;Bloqueado;01/01/1980;  /  /    ;210540;;;2105;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210224
01;210541;Analitico;Receita;CAMPEONATO BRASILEIRO SUB-17;Bloqueado;01/01/1980;  /  /    ;210541;;;2105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210225
01;210542;Analitico;Receita;CAMPEONATO BRASILEIRO FEMININO SUB-18;Bloqueado;01/01/1980;  /  /    ;210542;;;2105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210226
01;210543;Analitico;Receita;SUPERCOPA SUB-17;Bloqueado;01/01/1980;  /  /    ;210543;;;2105;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210227
01;210544;Analitico;Receita;ELIMIN. SULAMERICANA DE FUTEBOL DE PRAIA;Bloqueado;01/01/1980;  /  /    ;210544;;;2105;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;2103
01;210545;Analitico;Receita;COPA DO MUNDO FEMININA 2023;Bloqueado;01/01/1980;  /  /    ;210545;;;2105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;03;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210301
01;210546;Analitico;Receita;JOGO SELECAO SUB 15;Bloqueado;01/01/1980;  /  /    ;210546;;;2105;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;02;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;21030101
01;210547;Analitico;Receita;JOGO SELECAO SUB 17;Bloqueado;01/01/1980;  /  /    ;210547;;;2105;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;02;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;21030102
01;210548;Analitico;Receita;MUNDIAL SUB-20;Bloqueado;01/01/1980;  /  /    ;210548;;;2105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210302
01;210549;Analitico;Despesa;LIBERTADORES FEMININA FUTSAL;Bloqueado;01/01/1980;  /  /    ;210549;;;2105;;;000002;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210304
01;210550;Analitico;Receita;SELECAO DE MASTER;Bloqueado;01/01/1980;  /  /    ;210550;;;2105;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210305
01;210551;Analitico;Receita;SUPERCOPA;Bloqueado;01/01/1980;  /  /    ;210551;;;2105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;19;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210307
01;210552;Analitico;Receita;CAMPEONATO BRASILEIRO FEMININO SUB-16;Bloqueado;01/01/1980;  /  /    ;210552;;;2105;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210308
01;210553;Analitico;Receita;ELIMINATORIAS MUNDIAL DE FUTSAL;Bloqueado;01/01/1980;  /  /    ;210553;;;2105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210309
01;210554;Analitico;Receita;SELECAO DE DEFICIENTES INTELECTUAIS;Bloqueado;01/01/1980;  /  /    ;210554;;;2105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210310
01;210555;Analitico;Receita;COL MUNDIAL SUB 17;Bloqueado;01/01/1980;  /  /    ;210555;;;2105;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;1036;210312
01;210556;Analitico;Receita;VAN UEFA CONMEBOL;Bloqueado;01/01/1980;  /  /    ;210556;;;2105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210313
01;210557;Analitico;Receita;COL COPA AMERICA;Bloqueado;01/01/1980;  /  /    ;210557;;;2105;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210317
01;210558;Analitico;Receita;MUNDIAL DE CLUBES;Bloqueado;01/01/1980;  /  /    ;210558;;;2105;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;210318
01;210559;Analitico;Receita;SUPERCOPA FEMININA;Bloqueado;01/01/1980;  /  /    ;210559;;;2105;;;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;19;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;210560;Analitico;Receita;AMISTOSOS BASE;Bloqueado;01/01/1980;  /  /    ;210560;;;2105;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;02;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;210561;Analitico;Receita;CAMPEONATO BRASILEIRO FEMININO SUB-17;Bloqueado;01/01/1980;  /  /    ;210561;;;2105;;;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;2104
01;210562;Analitico;Receita;CAMPEONATO BRASILEIRO FEMININO SUB 20;Bloqueado;01/01/1980;  /  /    ;210562;;;2105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;210401
01;210563;Analitico;Receita;TORNEIO INTERNACIONAL ESPIRITO SANTO;Bloqueado;01/01/1980;  /  /    ;210563;;;2105;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;21040202
01;210564;Analitico;Receita;CAMPEONATO BRASILEIRO FUT FEMININO A3;Bloqueado;01/01/1980;  /  /    ;210564;;;2105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;13;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210402
01;210565;Analitico;Receita;SELECAO MASCULINA SUB 19;Bloqueado;01/01/1980;  /  /    ;210565;;;2105;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;21040201
01;210566;Analitico;Receita;COPA DO NORDESTE - ELIMINATORIAS;Bloqueado;01/01/1980;  /  /    ;210566;;;2105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;11;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210403
01;2106;Sintetico;Despesa;IMPOSTO;Bloqueado;01/01/1980;  /  /    ;2106;;;21;;;000002;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;210601;Analitico;Despesa;CPMF;Bloqueado;01/01/1980;  /  /    ;210601;;;2106;;;000002;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;21040301
